Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
BLAT,Antibiotic Resistance,NDARO,ST24,fig|90370.6315.peg.4895,0,0,WP_000480968.1,Bacteria,0,APH(6)-Id phosphotransferase,APH(6)-Id phosphotransferase,unknown,0,100,100,100,1.00E-161
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.928,0,0,AAA50993.1,Escherichia coli,0,Elongation factor Tu,,elfamycin resistance gene,0,100,100,99,1.00E-230
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4210,0,0,0,unknown,gidB,GidB methyltransferase,GidB methyltransferase,gene conferring resistance via absence,17238915,0,0,0,0
BLAT,Antibiotic Resistance,NDARO,ST24,fig|90370.6315.peg.4795,0,0,WP_001580422.1,Salmonella enterica,0,Aminoglycoside nucleotidyltransferase,Aminoglycoside nucleotidyltransferase,unknown,0,100,90,97,1.00E-146
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.3722,0,0,NP_312865.1,Escherichia coli,cpxR,CpxR response regulator,,efflux pump conferring antibiotic resistance,0,100,100,96,1.00E-126
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.3615,0,0,AAC75315.1,Escherichia coli,arnA,ArnA transferase,,polymyxin resistance gene,0,99,99,80,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.1727,0,0,0,unknown,folP,Dihydropteroate synthase,Dihydropteroate synthase,antibiotic target in susceptible species,15673783,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4251,0,0,0,unknown,gyrB,DNA gyrase subunit B,DNA gyrase subunit B,antibiotic target in susceptible species,21693461;22279180;9293187,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1885,0,0,NP_418540.1,Escherichia coli,adiY,AdiY regulator,,efflux pump conferring antibiotic resistance,0,98,98,80,1.00E-116
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4434,0,0,NP_415632.1,Escherichia coli,mfd,Mfd transcription-repair factor,,fluoroquinolone resistance gene,0,100,100,95,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4695,0,0,AAA50993.1,Escherichia coli,0,Elongation factor Tu,,elfamycin resistance gene,0,100,100,99,1.00E-230
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4116,0,0,0,unknown,hns,H-NS protein,H-NS protein,regulator modulating antibiotic resistance,14973023,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.1727,0,0,YP_491362.1,Escherichia coli,folP,Dihydropteroate synthase,,sulfonamide resistance gene,0,20,86,86,1.00E-23
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4171,0,0,0,unknown,fabI,FabI reductase,FabI reductase,antibiotic target in susceptible species,18193820;10869170;8284673,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.277,0,0,AML99881.1,Salmonella enterica,mdtK,YeeO transporter,,efflux pump conferring antibiotic resistance,0,99,93,99,1.00E-273
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.1266,0,0,0,unknown,ileS,Isoleucyl-tRNA synthetase,Isoleucyl-tRNA synthetase,antibiotic target in susceptible species,7929087,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4843,0,0,AEJ33969.1,Vibrio fluvialis,sul1,Sul1/Sul2 resistance protein,,sulfonamide resistance gene,0,100,100,100,1.00E-156
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4895,0,0,0,unknown,aph(6)-Ic,APH(6)-Id phosphotransferase,APH(6)-Ic/Id phosphotransferase,antibiotic inactivation enzyme,3889831;15722395,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4897,0,0,AAL59753.1,Vibrio cholerae,sul2,Sul1/Sul2 resistance protein,,unknown,0,100,100,99,1.00E-148
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4896,0,0,ABK33456.1,Pseudomonas aeruginosa,aph(3'')-Ib,APH(3'')-I phosphotransferase,,aminoglycoside resistance gene,0,100,100,99,1.00E-155
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.3033,0,0,0,unknown,marB,MarB regulator,MarB regulator,antibiotic resistance gene cluster,8383113;9068629,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4703,0,0,0,unknown,rpoC,RNA polymerase beta' subunit,RNA polymerase beta' subunit,antibiotic target in susceptible species,16723576,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.3444,0,0,0,unknown,oprM,OprM efflux pump component,OprM efflux pump component,efflux pump conferring antibiotic resistance,0,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.4116,0,0,NP_309766.1,Escherichia coli,hns,H-NS protein,,efflux pump conferring antibiotic resistance,0,99,99,95,2.00E-67
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.2356,0,0,NP_414997.1,Escherichia coli,acrR,AcrR regulator,,efflux pump conferring antibiotic resistance,0,97,96,88,1.00E-104
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.4320,0,0,0,unknown,rho,Rho termination factor,Rho termination factor,antibiotic target in susceptible species,8466900,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.405,0,0,0,unknown,mdtABC-tolC,MdtB efflux pump component,MdtB efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST24,fig|90370.6315.peg.2358,0,0,ABG77966.1,Enterobacter cloacae,acrB,AcrB efflux pump component,,efflux pump conferring antibiotic resistance,0,99,99,93,0
K-mer Search,Antibiotic Resistance,PATRIC,ST24,fig|90370.6315.peg.3787,0,0,0,unknown,oxyR,OxyR activator,OxyR activator,regulator modulating antibiotic resistance,25799046,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.1506,0,0,NP_415791.1,Escherichia coli,cysB,CysB activator,,aminocoumarin resistance gene,0,100,100,95,1.00E-177
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.4321,0,0,AEJ33969.1,Vibrio fluvialis,sul1,Sul1/Sul2 resistance protein,,sulfonamide resistance gene,0,100,100,100,1.00E-156
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.4797,0,0,AAA50993.1,Escherichia coli,0,Elongation factor Tu,,elfamycin resistance gene,0,16,100,100,7.00E-31
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.3876,0,0,AFK13828.1,Enterobacter cloacae,ramA,RamA activator,,efflux pump conferring antibiotic resistance,0,91,100,85,2.00E-53
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.2463,0,0,0,unknown,MarR,MarR regulator,MarR regulator,antibiotic resistance gene cluster,7768850;8282690;8383113;9068629,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.3529,0,0,0,unknown,rpoB,RNA polymerase beta subunit,RNA polymerase beta subunit,antibiotic target in susceptible species,3050121;15047531;16723576,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.3310,0,0,0,unknown,mdtL,MdtL efflux pump,MdtL efflux pump,efflux pump conferring antibiotic resistance,11566977,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.65,0,0,0,unknown,gdpD,GdpD phosphodiesterase,GdpD phosphodiesterase,cell wall charge modification resistance,21899450,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.3236,0,0,0,unknown,0,Class B3 beta-lactamase,Class B3 beta-lactamase,antibiotic inactivation enzyme,22985886;16723554;12019096;26666948;18843302;11749954;26482314;22442240;15561856;10858348;18563261,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.3077,0,0,AAC75315.1,Escherichia coli,arnA,ArnA transferase,,polymyxin resistance gene,0,99,99,80,0
BLAT,Antibiotic Resistance,NDARO,ST25,fig|90370.6320.peg.4321,0,0,WP_000259031.1,Bacteria,0,Sul1/Sul2 resistance protein,Dihydropteroate synthase Sul1,unknown,0,100,100,100,1.00E-156
BLAT,Antibiotic Resistance,NDARO,ST25,fig|90370.6320.peg.4313,0,0,WP_000412211.1,Bacteria/Archaea,0,Chloramphenicol acetyltransferase,Chloramphenicol O-acetyltransferase,unknown,0,100,100,100,1.00E-132
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.2651,0,0,AAL02127.1,Escherichia coli,ctxM-15,CTX-M beta-lactamase,,beta-lactam resistance gene,0,100,100,100,1.00E-161
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.601,0,0,NP_414618.4,Escherichia coli,leuO,LeuO activator,,sulfonamide resistance gene,0,95,95,89,1.00E-157
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.348,0,0,0,unknown,pgsA,PgsA phosphatidyltransferase,PgsA phosphatidyltransferase,cell wall charge modification resistance,22238576,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.667,0,0,0,unknown,murA,MurA transferase,MurA transferase,antibiotic target in susceptible species,8994972,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.4319,0,0,ACS44716.1,Acinetobacter baumannii,dfrA7,ANT(3'')-Ia nucleotidyltransferase,,trimethoprim resistance gene,0,99,78,100,2.00E-85
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.1196,0,0,0,unknown,bcrC,BcrC diphosphatase,BcrC diphosphatase,antibiotic target protection protein,12486040;15778224;15946938,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.1205,0,0,NP_415372.1,Escherichia coli,nfsA,NfsA nitroreductase,,nitrofuratoin resistance gene,0,100,100,87,1.00E-124
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.1152,0,0,NP_462089.1,Salmonella enterica,parC,DNA topoisomerase IV subunit A,,fluoroquinolone resistance gene,0,100,100,99,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.1235,0,0,0,unknown,macB,MacB efflux protein,MacB efflux protein,efflux pump conferring antibiotic resistance,11544226,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.3705,0,0,AAA50993.1,Escherichia coli,0,Elongation factor Tu,,elfamycin resistance gene,0,16,100,100,7.00E-31
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.757,0,0,NP_459345.2,Salmonella enterica,mdsC,OprM efflux pump component,,efflux pump conferring antibiotic resistance,0,26,99,98,2.00E-65
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.3732,0,0,ABG77966.1,Enterobacter cloacae,acrB,AcrB efflux pump component,,efflux pump conferring antibiotic resistance,0,99,99,93,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.2233,0,0,CDJ73208,Escherichia coli,uhpT,UhpT transport protein,,fosfomycin resistance gene,0,99,99,95,1.00E-258
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.2909,0,0,0,unknown,AcrEF-TolC ,AcrE efflux pump component,AcrE efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.2167,0,0,0,unknown,dxr,Dxr reductoisomerase,Dxr reductoisomerase,antibiotic target in susceptible species,16321944,0,0,0,0
BLAT,Antibiotic Resistance,NDARO,ST25,fig|90370.6320.peg.3630,0,0,WP_001580422.1,Salmonella enterica,0,Aminoglycoside nucleotidyltransferase,Aminoglycoside nucleotidyltransferase,unknown,0,100,100,97,1.00E-146
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.834,0,0,NP_415222.1,Escherichia coli,kdpE,KdpE response regulator,,aminoglycoside resistance gene,0,99,99,91,1.00E-116
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.293,0,0,0,unknown,acrAD-tolC,AcrD efflux pump component,AcrD efflux pump component,efflux pump conferring antibiotic resistance,10692383,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.3704,0,0,0,unknown,fusA,Elongation factor G,Elongation factor G,antibiotic target in susceptible species,17980694,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.4263,0,0,CDJ72593,Escherichia coli,glpT,GlpT transporter,,fosfomycin resistance gene,0,100,100,96,1.00E-265
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.461,0,0,0,unknown,aac(6')-Ic,AAC(6') acetyltransferase,AAC(6') acetyltransferase,antibiotic inactivation enzyme,11158753;15155202;1354954;2069376;8257129;7810994;8001769;7793874;10188279;10542165;10508008,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.680,0,0,0,unknown,folP,Dihydropteroate synthase,Dihydropteroate synthase,antibiotic target in susceptible species,15673783,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.4313,0,0,CAA23899.1,Escherichia coli,catI,Chloramphenicol acetyltransferase,,chloramphenicol resistance gene,0,100,100,100,1.00E-132
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.2907,0,0,0,unknown,AcrEF-TolC ,AcrF efflux pump component,AcrF efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.2503,0,0,YP_492255.1,Escherichia coli,pmrB,PmrB sensor kinase,,unknown,0,97,98,85,1.00E-172
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.2461,0,0,0,unknown,marB,MarB regulator,MarB regulator,antibiotic resistance gene cluster,8383113;9068629,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.4313,0,0,0,unknown,CatA1/CatA4 family,Chloramphenicol acetyltransferase,Chloramphenicol acetyltransferase,antibiotic inactivation enzyme,27635645;25779570 ,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.2147,0,0,CDO13981.1,Klebsiella pneumoniae,phoP,PhoP regulator,,polymyxin resistance gene,0,100,99,92,1.00E-114
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.1768,0,0,0,unknown,alr,Alanine racemase,Alanine racemase,antibiotic target in susceptible species,19748470;24303782,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.2035,0,0,0,unknown,rpsJ,Ribosomal protein S10,Ribosomal protein S10,antibiotic target in susceptible species,26124155,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.3705,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.1677,0,0,0,unknown,oxyR,OxyR activator,OxyR activator,regulator modulating antibiotic resistance,25799046,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.3733,0,0,0,unknown,acrAB-tolC,AcrA efflux pump component,AcrA efflux pump component,efflux pump conferring antibiotic resistance,7651136,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.4749,0,0,0,unknown,gyrA,DNA gyrase subunit A,DNA gyrase subunit A,antibiotic target in susceptible species,9293187,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.1447,0,0,0,unknown,rho,Rho termination factor,Rho termination factor,antibiotic target in susceptible species,8466900,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.3806,0,0,AML99881.1,Salmonella enterica,mdtK,YeeO transporter,,efflux pump conferring antibiotic resistance,0,99,93,99,1.00E-273
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.1011,0,0,NP_312864.1,Escherichia coli,cpxA,CpxA histidine kinase,,efflux pump conferring antibiotic resistance,0,99,99,97,1.00E-259
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.3529,0,0,NP_312937.1,Escherichia coli,rpoB,RNA polymerase beta subunit,,rifampin resistance gene,0,100,100,98,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.1844,0,0,0,unknown,mdtABC-tolC,MdtA efflux pump component,MdtA efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.2004,0,0,NP_417544.5,Escherichia coli,patA,PatA aminotransferase,,efflux pump conferring antibiotic resistance,0,99,99,94,1.00E-252
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.3733,0,0,ABG77965.1,Enterobacter cloacae,acrA,AcrA efflux pump component,,efflux pump conferring antibiotic resistance,0,97,97,87,1.00E-190
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.3127,0,0,0,unknown,emrAB-tolC,EmrB efflux pump component,EmrB efflux pump component,efflux pump conferring antibiotic resistance,1409590,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.1161,0,0,NP_462096.1,Salmonella enterica,parE,DNA topoisomerase IV subunit B,,fluoroquinolone resistance gene,0,100,100,100,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.2755,0,0,AAC77293.1,Escherichia coli,mdtM,MdtM efflux pump,,efflux pump conferring antibiotic resistance,0,98,97,86,1.00E-202
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.2462,0,0,YP_489794.1,Escherichia coli,marA,MarA regulator,,efflux pump conferring antibiotic resistance,0,99,99,95,1.00E-65
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.1197,0,0,AFH35853.1,Escherichia coli,mdfA,MdfA efflux pump,,efflux pump conferring antibiotic resistance,0,99,99,87,1.00E-208
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.1234,0,0,0,unknown,macA,MacA efflux protein,MacA efflux protein,efflux pump conferring antibiotic resistance,11544226,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.585,0,0,0,unknown,ddl,D-Ala-D-Ala ligase,D-Ala-D-Ala ligase,antibiotic target in susceptible species,24303782;24033232,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.2131,0,0,NP_415632.1,Escherichia coli,mfd,Mfd transcription-repair factor,,fluoroquinolone resistance gene,0,100,100,95,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.461,0,0,AAF03531.1,Salmonella enterica,aac(6')-Iy,AAC(6') acetyltransferase,,aminoglycoside resistance gene,0,100,84,97,4.00E-80
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.1847,0,0,AAC75138.1,Escherichia coli,mdtD,MdtD efflux transporter,,efflux pump conferring antibiotic resistance,0,99,99,85,1.00E-235
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.4229,0,0,NP_416715.1,Escherichia coli,yojI,YojI siderophore exporter,,efflux pump conferring antibiotic resistance,0,100,100,90,1.00E-291
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.2885,0,0,NP_415434.1,Escherichia coli,msbA,MsbA export protein,,efflux pump conferring antibiotic resistance,0,100,100,96,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.1490,0,0,0,unknown,fabI,FabI reductase,FabI reductase,antibiotic target in susceptible species,18193820;10869170;8284673,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.1846,0,0,0,unknown,mdtABC-tolC,MdtC efflux pump component,MdtC efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.2031,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.1844,0,0,AAC75135.2,Escherichia coli,mdtA,MdtA efflux pump component,,efflux pump conferring antibiotic resistance,0,90,91,86,1.00E-182
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.1010,0,0,NP_312865.1,Escherichia coli,cpxR,CpxR response regulator,,efflux pump conferring antibiotic resistance,0,100,100,96,1.00E-126
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.4749,0,0,NP_461214.1,Salmonella enterica,gyrA,DNA gyrase subunit A,,fluoroquinolone resistance gene,0,100,100,99,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.3877,0,0,ACH50230.1,Salmonella enterica,ramR,AcrR family regulator,,efflux pump conferring antibiotic resistance,0,100,100,97,1.00E-104
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.343,0,0,NP_460903.1,Salmonella enterica,sdiA,SdiA transcriptional activator,,efflux pump conferring antibiotic resistance,0,100,100,98,1.00E-137
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.3777,0,0,NP_309766.1,Escherichia coli,hns,H-NS protein,,efflux pump conferring antibiotic resistance,0,99,99,95,2.00E-67
BLAT,Antibiotic Resistance,NDARO,ST25,fig|90370.6320.peg.4320,0,0,WP_000679427.1,Bacteria,0,QacE delta 1 efflux transporter,QacE efflux transporter,unknown,0,100,100,100,6.00E-60
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.3702,0,0,0,unknown,rpsL,Ribosomal protein S12,Ribosomal protein S12,antibiotic target in susceptible species,7934937,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST25,fig|90370.6320.peg.293,0,0,YP_490697.1,Escherichia coli,acrD,AcrD efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,94,0
K-mer Search,Antibiotic Resistance,PATRIC,ST25,fig|90370.6320.peg.1166,0,0,0,unknown,tolC,TolC outer membrane channel,TolC outer membrane channel,efflux pump conferring antibiotic resistance,6219270,0,0,0,0
